Address_id,Address,Age,Year,Human,Human_man,Human_woman
1,北海道,総数,1920,2359183,1244322,1114861
1,北海道,0～4歳,1920,376676,190044,186632
1,北海道,5～9歳,1920,319370,161814,157556
1,北海道,10～14歳,1920,270012,138018,131994
1,北海道,15～19歳,1920,239092,125670,113422
